TF	Gene	Input
AT5G13790	AT1G21980	1
AT5G13790	AT1G22060	1
AT5G13790	AT1G22110	1
AT5G13790	AT1G22180	1
AT5G13790	AT1G22330	1
AT5G13790	AT1G22360	1
AT5G13790	AT1G22400	1
AT5G13790	AT1G22460	1
AT5G13790	AT1G22530	1
AT5G13790	AT1G22540	1
AT5G13790	AT1G22570	1
AT5G13790	AT1G22600	1
AT5G13790	AT1G22830	1
AT5G13790	AT1G23000	1
AT5G13790	AT1G23040	1
AT5G13790	AT1G23080	1
AT5G13790	AT1G23100	1
AT5G13790	AT1G23390	1
AT5G13790	AT1G23710	1
AT5G13790	AT1G23860	1
AT5G13790	AT1G24140	1
AT5G13790	AT1G24145	1
AT5G13790	AT1G24150	1
AT5G13790	AT1G24170	1
AT5G13790	AT1G24265	1
AT5G13790	AT1G24270	1
AT5G13790	AT1G24530	1
AT5G13790	AT1G24540	1
AT5G13790	AT1G25220	1
AT5G13790	AT1G25230	1
AT5G13790	AT1G25275	1
AT5G13790	AT1G25320	1
AT5G13790	AT1G25360	1
AT5G13790	AT1G25400	1
AT5G13790	AT1G25420	1
AT5G13790	AT1G25520	1
AT5G13790	AT1G26160	1
AT5G13790	AT1G26270	1
AT5G13790	AT1G26762	1
AT5G13790	AT1G26770	1
AT5G13790	AT1G26930	1
AT5G13790	AT1G27040	1
AT5G13790	AT1G27100	1
AT5G13790	AT1G27210	1
AT5G13790	AT1G27480	1
AT5G13790	AT1G27840	1
AT5G13790	AT1G27930	1
AT5G13790	AT1G27950	1
AT5G13790	AT1G27970	1
AT5G13790	AT1G28170	1
AT5G13790	AT1G28190	1
AT5G13790	AT1G28200	1
AT5G13790	AT1G28280	1
AT5G13790	AT1G28350	1
AT5G13790	AT1G28440	1
AT5G13790	AT1G28600	1
AT5G13790	AT1G29140	1
AT5G13790	AT1G29270	1
AT5G13790	AT1G29290	1
AT5G13790	AT1G29395	1
AT5G13790	AT1G29630	1
AT5G13790	AT1G30040	1
AT5G13790	AT1G30110	1
AT5G13790	AT1G30250	1
AT5G13790	AT1G30600	1
AT5G13790	AT1G30660	1
AT5G13790	AT1G30690	1
AT5G13790	AT1G30820	1
AT5G13790	AT1G30825	1
AT5G13790	AT1G31020	1
AT5G13790	AT1G31040	1
AT5G13790	AT1G31070	1
AT5G13790	AT1G31650	1
AT5G13790	AT1G32120	1
AT5G13790	AT1G32337	1
AT5G13790	AT1G32540	1
AT5G13790	AT1G32550	1
AT5G13790	AT1G32650	1
AT5G13790	AT1G32700	1
AT5G13790	AT1G32860	1
AT5G13790	AT1G32920	1
AT5G13790	AT1G33250	1
AT5G13790	AT1G33270	1
AT5G13790	AT1G33560	1
AT5G13790	AT1G33600	1
AT5G13790	AT1G34200	1
AT5G13790	AT1G35190	1
AT5G13790	AT1G35350	1
AT5G13790	AT1G35430	1
AT5G13790	AT1G35510	1
AT5G13790	AT1G35720	1
AT5G13790	AT1G35750	1
AT5G13790	AT1G35780	1
AT5G13790	AT1G44350	1
AT5G13790	AT1G45230	1
AT5G13790	AT1G47330	1
AT5G13790	AT1G47490	1
AT5G13790	AT1G47500	1
AT5G13790	AT1G47530	1
AT5G13790	AT1G47750	1
AT5G13790	AT1G48260	1
AT5G13790	AT1G48500	1
AT5G13790	AT1G49140	1
AT5G13790	AT1G49230	1
AT5G13790	AT1G49320	1
AT5G13790	AT1G49450	1
AT5G13790	AT1G49500	1
AT5G13790	AT1G49600	1
AT5G13790	AT1G49660	1
AT5G13790	AT1G49730	1
AT5G13790	AT1G49740	1
AT5G13790	AT1G49780	1
AT5G13790	AT1G50055	1
AT5G13790	AT1G50480	1
AT5G13790	AT1G51130	1
AT5G13790	AT1G52155	1
AT5G13790	AT1G52690	1
AT5G13790	AT1G53090	1
AT5G13790	AT1G53310	1
AT5G13790	AT1G53430	1
AT5G13790	AT1G53520	1
AT5G13790	AT1G53580	1
AT5G13790	AT1G53830	1
AT5G13790	AT1G53840	1
AT5G13790	AT1G54130	1
AT5G13790	AT1G54210	1
AT5G13790	AT1G55120	1
AT5G13790	AT1G55210	1
AT5G13790	AT1G55270	1
AT5G13790	AT1G55510	1
AT5G13790	AT1G55740	1
AT5G13790	AT1G55810	1
AT5G13790	AT1G55920	1
AT5G13790	AT1G56030	1
AT5G13790	AT1G56190	1
AT5G13790	AT1G56210	1
AT5G13790	AT1G56560	1
AT5G13790	AT1G56580	1
AT5G13790	AT1G56600	1
AT5G13790	AT1G56660	1
AT5G13790	AT1G56690	1
AT5G13790	AT1G56700	1
AT5G13790	AT1G57610	1
AT5G13790	AT1G57990	1
AT5G13790	AT1G58080	1
AT5G13790	AT1G58340	1
AT5G13790	AT1G58360	1
AT5G13790	AT1G60060	1
AT5G13790	AT1G60440	1
AT5G13790	AT1G61100	1
AT5G13790	AT1G61340	1
AT5G13790	AT1G61667	1
AT5G13790	AT1G61740	1
AT5G13790	AT1G61890	1
AT5G13790	AT1G62310	1
AT5G13790	AT1G62380	1
AT5G13790	AT1G62870	1
AT5G13790	AT1G63010	1
AT5G13790	AT1G63420	1
AT5G13790	AT1G63500	1
AT5G13790	AT1G63690	1
AT5G13790	AT1G63950	1
AT5G13790	AT1G64140	1
AT5G13790	AT1G64670	1
AT5G13790	AT1G64710	1
AT5G13790	AT1G64740	1
AT5G13790	AT1G64760	1
AT5G13790	AT1G64970	1
AT5G13790	AT1G65430	1
AT5G13790	AT1G65480	1
AT5G13790	AT1G65620	1
AT5G13790	AT1G65730	1
AT5G13790	AT1G66160	1
AT5G13790	AT1G66180	1
AT5G13790	AT1G66750	1
AT5G13790	AT1G67090	1
AT5G13790	AT1G67340	1
AT5G13790	AT1G67480	1
AT5G13790	AT1G67560	1
AT5G13790	AT1G67590	1
AT5G13790	AT1G67730	1
AT5G13790	AT1G67750	1
AT5G13790	AT1G67890	1
AT5G13790	AT1G67900	1
AT5G13790	AT1G68100	1
AT5G13790	AT1G68140	1
AT5G13790	AT1G68400	1
AT5G13790	AT1G68410	1
AT5G13790	AT1G68440	1
AT5G13790	AT1G68500	1
AT5G13790	AT1G68530	1
AT5G13790	AT1G68560	1
AT5G13790	AT1G68570	1
AT5G13790	AT1G68580	1
AT5G13790	AT1G68600	1
AT5G13790	AT1G68620	1
AT5G13790	AT1G68660	1
AT5G13790	AT1G68720	1
AT5G13790	AT1G68830	1
AT5G13790	AT1G69030	1
AT5G13790	AT1G69250	1
AT5G13790	AT1G69270	1
AT5G13790	AT1G69760	1
AT5G13790	AT1G69840	1
AT5G13790	AT1G69850	1
AT5G13790	AT1G69870	1
AT5G13790	AT1G70000	1
AT5G13790	AT1G70050	1
AT5G13790	AT1G70140	1
AT5G13790	AT1G70230	1
AT5G13790	AT1G70290	1
AT5G13790	AT1G70300	1
AT5G13790	AT1G70410	1
AT5G13790	AT1G70420	1
AT5G13790	AT1G70520	1
AT5G13790	AT1G70530	1
AT5G13790	AT1G70540	1
AT5G13790	AT1G70700	1
AT5G13790	AT1G70710	1
AT5G13790	AT1G70730	1
AT5G13790	AT1G70780	1
AT5G13790	AT1G70895	1
AT5G13790	AT1G70940	1
AT5G13790	AT1G71040	1
AT5G13790	AT1G71070	1
AT5G13790	AT1G71080	1
AT5G13790	AT1G71340	1
AT5G13790	AT1G71370	1
AT5G13790	AT1G71440	1
AT5G13790	AT1G71695	1
AT5G13790	AT1G71697	1
AT5G13790	AT1G71710	1
AT5G13790	AT1G71870	1
AT5G13790	AT1G71880	1
AT5G13790	AT1G71960	1
AT5G13790	AT1G71970	1
AT5G13790	AT1G72150	1
AT5G13790	AT1G72410	1
AT5G13790	AT1G72430	1
AT5G13790	AT1G72450	1
AT5G13790	AT1G72500	1
AT5G13790	AT1G72520	1
AT5G13790	AT1G72750	1
AT5G13790	AT1G72820	1
AT5G13790	AT1G72940	1
AT5G13790	AT1G73020	1
AT5G13790	AT1G73080	1
AT5G13790	AT1G73390	1
AT5G13790	AT1G73480	1
AT5G13790	AT1G73600	1
AT5G13790	AT1G73687	1
AT5G13790	AT1G73805	1
AT5G13790	AT1G73840	1
AT5G13790	AT1G73875	1
AT5G13790	AT1G73880	1
AT5G13790	AT1G74030	1
AT5G13790	AT1G74440	1
AT5G13790	AT1G74520	1
AT5G13790	AT1G74670	1
AT5G13790	AT1G74840	1
AT5G13790	AT1G74850	1
AT5G13790	AT1G74860	1
AT5G13790	AT1G74910	1
AT5G13790	AT1G74960	1
AT5G13790	AT1G74970	1
AT5G13790	AT1G75070	1
AT5G13790	AT1G75180	1
AT5G13790	AT1G75190	1
AT5G13790	AT1G75200	1
AT5G13790	AT1G75250	1
AT5G13790	AT1G75380	1
AT5G13790	AT1G75388	1
AT5G13790	AT1G75440	1
AT5G13790	AT1G75450	1
AT5G13790	AT1G75500	1
AT5G13790	AT1G75510	1
AT5G13790	AT1G75530	1
AT5G13790	AT1G75580	1
AT5G13790	AT1G75640	1
AT5G13790	AT1G75700	1
AT5G13790	AT1G75730	1
AT5G13790	AT1G75760	1
AT5G13790	AT1G75810	1
AT5G13790	AT1G75820	1
AT5G13790	AT1G76080	1
AT5G13790	AT1G76160	1
AT5G13790	AT1G76170	1
AT5G13790	AT1G76180	1
AT5G13790	AT1G76370	1
AT5G13790	AT1G76405	1
AT5G13790	AT1G76590	1
AT5G13790	AT1G76600	1
AT5G13790	AT1G76620	1
AT5G13790	AT1G76920	1
AT5G13790	AT1G76952	1
AT5G13790	AT1G76954	1
AT5G13790	AT1G76990	1
AT5G13790	AT1G77160	1
AT5G13790	AT1G77220	1
AT5G13790	AT1G77280	1
AT5G13790	AT1G77480	1
AT5G13790	AT1G77490	1
AT5G13790	AT1G77500	1
AT5G13790	AT1G77630	1
AT5G13790	AT1G77750	1
AT5G13790	AT1G77840	1
AT5G13790	AT1G77890	1
AT5G13790	AT1G78010	1
AT5G13790	AT1G78040	1
AT5G13790	AT1G78070	1
AT5G13790	AT1G78100	1
AT5G13790	AT1G78130	1
AT5G13790	AT1G78380	1
AT5G13790	AT1G78390	1
AT5G13790	AT1G78590	1
AT5G13790	AT1G78610	1
AT5G13790	AT1G78620	1
AT5G13790	AT1G78650	1
AT5G13790	AT1G78850	1
AT5G13790	AT1G78860	1
AT5G13790	AT1G79000	1
AT5G13790	AT1G79060	1
AT5G13790	AT1G79120	1
AT5G13790	AT1G79170	1
AT5G13790	AT1G79190	1
AT5G13790	AT1G79420	1
AT5G13790	AT1G79540	1
AT5G13790	AT1G79550	1
AT5G13790	AT1G79630	1
AT5G13790	AT1G79970	1
AT5G13790	AT1G80120	1
AT5G13790	AT1G80280	1
AT5G13790	AT1G80290	1
AT5G13790	AT1G80340	1
AT5G13790	AT1G80420	1
AT5G13790	AT1G80440	1
AT5G13790	AT1G80490	1
AT5G13790	AT1G80500	1
AT5G13790	AT1G80530	1
AT5G13790	AT1G80610	1
AT5G13790	AT1G80860	1
AT5G13790	AT2G01140	1
AT5G13790	AT2G01150	1
AT5G13790	AT2G01180	1
AT5G13790	AT2G01420	1
AT5G13790	AT2G01670	1
AT5G13790	AT2G01905	1
AT5G13790	AT2G02000	1
AT5G13790	AT2G02710	1
AT5G13790	AT2G03020	1
AT5G13790	AT2G03290	1
AT5G13790	AT2G03350	1
AT5G13790	AT2G03505	1
AT5G13790	AT2G03890	1
AT5G13790	AT2G04160	1
AT5G13790	AT2G05520	1
AT5G13790	AT2G06050	1
AT5G13790	AT2G07130	1
AT5G13790	AT2G11000	1
AT5G13790	AT2G12405	1
AT5G13790	AT2G14750	1
AT5G13790	AT2G14860	1
AT5G13790	AT2G14890	1
AT5G13790	AT2G16370	1
AT5G13790	AT2G16440	1
AT5G13790	AT2G16660	1
AT5G13790	AT2G16700	1
AT5G13790	AT2G16870	1
AT5G13790	AT2G17120	1
AT5G13790	AT2G17370	1
AT5G13790	AT2G17560	1
AT5G13790	AT2G17780	1
AT5G13790	AT2G17880	1
AT5G13790	AT2G18250	1
AT5G13790	AT2G19450	1
AT5G13790	AT2G19580	1
AT5G13790	AT2G19800	1
AT5G13790	AT2G19810	1
AT5G13790	AT2G20130	1
AT5G13790	AT2G20320	1
AT5G13790	AT2G20610	1
AT5G13790	AT2G21060	1
AT5G13790	AT2G21130	1
AT5G13790	AT2G21140	1
AT5G13790	AT2G21300	1
AT5G13790	AT2G21510	1
AT5G13790	AT2G21660	1
AT5G13790	AT2G21780	1
AT5G13790	AT2G22330	1
AT5G13790	AT2G22410	1
AT5G13790	AT2G22420	1
AT5G13790	AT2G22450	1
AT5G13790	AT2G22510	1
AT5G13790	AT2G22530	1
AT5G13790	AT2G22640	1
AT5G13790	AT2G22780	1
AT5G13790	AT2G22955	1
AT5G13790	AT2G23000	1
AT5G13790	AT2G23130	1
AT5G13790	AT2G23430	1
AT5G13790	AT2G23450	1
AT5G13790	AT2G23690	1
AT5G13790	AT2G24240	1
AT5G13790	AT2G24360	1
AT5G13790	AT2G24550	1
AT5G13790	AT2G25200	1
AT5G13790	AT2G25430	1
AT5G13790	AT2G25460	1
AT5G13790	AT2G25490	1
AT5G13790	AT2G25620	1
AT5G13790	AT2G25850	1
AT5G13790	AT2G25870	1
AT5G13790	AT2G25900	1
AT5G13790	AT2G25930	1
AT5G13790	AT2G26040	1
AT5G13790	AT2G26260	1
AT5G13790	AT2G26710	1
AT5G13790	AT2G27400	1
AT5G13790	AT2G27500	1
AT5G13790	AT2G27550	1
AT5G13790	AT2G27840	1
AT5G13790	AT2G27950	1
AT5G13790	AT2G28056	1
AT5G13790	AT2G28120	1
AT5G13790	AT2G28140	1
AT5G13790	AT2G28150	1
AT5G13790	AT2G28305	1
AT5G13790	AT2G28390	1
AT5G13790	AT2G28490	1
AT5G13790	AT2G28600	1
AT5G13790	AT2G28840	1
AT5G13790	AT2G29450	1
AT5G13790	AT2G29670	1
AT5G13790	AT2G29970	1
AT5G13790	AT2G29980	1
AT5G13790	AT2G30000	1
AT5G13790	AT2G30040	1
AT5G13790	AT2G30150	1
AT5G13790	AT2G30360	1
AT5G13790	AT2G30370	1
AT5G13790	AT2G30480	1
AT5G13790	AT2G30490	1
AT5G13790	AT2G30500	1
AT5G13790	AT2G30520	1
AT5G13790	AT2G30530	1
AT5G13790	AT2G30600	1
AT5G13790	AT2G30970	1
AT5G13790	AT2G31360	1
AT5G13790	AT2G31560	1
AT5G13790	AT2G31590	1
AT5G13790	AT2G31740	1
AT5G13790	AT2G31750	1
AT5G13790	AT2G31810	1
AT5G13790	AT2G31880	1
AT5G13790	AT2G32020	1
AT5G13790	AT2G32090	1
AT5G13790	AT2G32560	1
AT5G13790	AT2G32670	1
AT5G13790	AT2G32960	1
AT5G13790	AT2G33050	1
AT5G13790	AT2G33060	1
AT5G13790	AT2G33150	1
AT5G13790	AT2G33330	1
AT5G13790	AT2G33350	1
AT5G13790	AT2G33510	1
AT5G13790	AT2G33570	1
AT5G13790	AT2G33590	1
AT5G13790	AT2G33770	1
AT5G13790	AT2G33870	1
AT5G13790	AT2G34060	1
AT5G13790	AT2G34070	1
AT5G13790	AT2G34340	1
AT5G13790	AT2G34770	1
AT5G13790	AT2G34925	1
AT5G13790	AT2G35060	1
AT5G13790	AT2G35290	1
AT5G13790	AT2G35640	1
AT5G13790	AT2G35795	1
AT5G13790	AT2G35850	1
AT5G13790	AT2G35860	1
AT5G13790	AT2G35930	1
AT5G13790	AT2G35950	1
AT5G13790	AT2G36320	1
AT5G13790	AT2G36350	1
AT5G13790	AT2G36410	1
AT5G13790	AT2G36420	1
AT5G13790	AT2G36640	1
AT5G13790	AT2G36770	1
AT5G13790	AT2G36830	1
AT5G13790	AT2G36910	1
AT5G13790	AT2G36960	1
AT5G13790	AT2G37080	1
AT5G13790	AT2G37170	1
AT5G13790	AT2G37210	1
AT5G13790	AT2G37478	1
AT5G13790	AT2G37640	1
AT5G13790	AT2G37678	1
AT5G13790	AT2G38060	1
AT5G13790	AT2G38180	1
AT5G13790	AT2G38210	1
AT5G13790	AT2G38310	1
AT5G13790	AT2G38360	1
AT5G13790	AT2G38480	1
AT5G13790	AT2G38540	1
AT5G13790	AT2G38820	1
AT5G13790	AT2G38940	1
AT5G13790	AT2G39010	1
AT5G13790	AT2G39130	1
AT5G13790	AT2G39260	1
AT5G13790	AT2G39350	1
AT5G13790	AT2G39360	1
AT5G13790	AT2G39550	1
AT5G13790	AT2G39660	1
AT5G13790	AT2G39710	1
AT5G13790	AT2G40008	1
AT5G13790	AT2G40100	1
AT5G13790	AT2G40130	1
AT5G13790	AT2G40330	1
AT5G13790	AT2G40400	1
AT5G13790	AT2G40450	1
AT5G13790	AT2G40810	1
AT5G13790	AT2G40840	1
AT5G13790	AT2G41100	1
AT5G13790	AT2G41220	1
AT5G13790	AT2G41290	1
AT5G13790	AT2G41370	1
AT5G13790	AT2G41430	1
AT5G13790	AT2G41540	1
AT5G13790	AT2G41550	1
AT5G13790	AT2G41560	1
AT5G13790	AT2G41630	1
AT5G13790	AT2G41640	1
AT5G13790	AT2G41820	1
AT5G13790	AT2G41870	1
AT5G13790	AT2G41900	1
AT5G13790	AT2G41945	1
AT5G13790	AT2G42260	1
AT5G13790	AT2G42290	1
AT5G13790	AT2G42330	1
AT5G13790	AT2G42420	1
AT5G13790	AT2G42500	1
AT5G13790	AT2G42600	1
AT5G13790	AT2G42610	1
AT5G13790	AT2G42620	1
AT5G13790	AT2G42690	1
AT5G13790	AT2G42800	1
AT5G13790	AT2G42870	1
AT5G13790	AT2G42880	1
AT5G13790	AT2G42885	1
AT5G13790	AT2G42970	1
AT5G13790	AT2G43120	1
AT5G13790	AT2G43320	1
AT5G13790	AT2G43330	1
AT5G13790	AT2G43340	1
AT5G13790	AT2G43680	1
AT5G13790	AT2G43710	1
AT5G13790	AT2G43920	1
AT5G13790	AT2G44080	1
AT5G13790	AT2G44120	1
AT5G13790	AT2G44450	1
AT5G13790	AT2G44480	1
AT5G13790	AT2G44660	1
AT5G13790	AT2G44670	1
AT5G13790	AT2G44735	1
AT5G13790	AT2G44798	1
AT5G13790	AT2G44810	1
AT5G13790	AT2G44820	1
AT5G13790	AT2G44830	1
AT5G13790	AT2G45135	1
AT5G13790	AT2G45210	1
AT5G13790	AT2G45260	1
AT5G13790	AT2G45310	1
AT5G13790	AT2G45430	1
AT5G13790	AT2G45470	1
AT5G13790	AT2G45640	1
AT5G13790	AT2G45670	1
AT5G13790	AT2G45690	1
AT5G13790	AT2G45790	1
AT5G13790	AT2G45830	1
AT5G13790	AT2G45850	1
AT5G13790	AT2G45880	1
AT5G13790	AT2G45910	1
AT5G13790	AT2G45950	1
AT5G13790	AT2G46340	1
AT5G13790	AT2G46370	1
AT5G13790	AT2G46500	1
AT5G13790	AT2G46520	1
AT5G13790	AT2G46600	1
AT5G13790	AT2G46660	1
AT5G13790	AT2G46710	1
AT5G13790	AT2G46720	1
AT5G13790	AT2G46800	1
AT5G13790	AT2G46820	1
AT5G13790	AT2G46860	1
AT5G13790	AT2G47000	1
AT5G13790	AT2G47010	1
AT5G13790	AT2G47170	1
AT5G13790	AT2G47180	1
AT5G13790	AT2G47200	1
AT5G13790	AT2G47275	1
AT5G13790	AT2G47485	1
AT5G13790	AT2G47560	1
AT5G13790	AT2G47630	1
AT5G13790	AT2G48030	1
AT5G13790	AT3G01310	1
AT5G13790	AT3G01360	1
AT5G13790	AT3G01370	1
AT5G13790	AT3G01830	1
AT5G13790	AT3G02040	1
AT5G13790	AT3G02120	1
AT5G13790	AT3G02140	1
AT5G13790	AT3G02470	1
AT5G13790	AT3G02550	1
AT5G13790	AT3G02800	1
AT5G13790	AT3G02810	1
AT5G13790	AT3G02840	1
AT5G13790	AT3G02880	1
AT5G13790	AT3G03150	1
AT5G13790	AT3G03170	1
AT5G13790	AT3G03270	1
AT5G13790	AT3G03310	1
AT5G13790	AT3G03460	1
AT5G13790	AT3G03770	1
AT5G13790	AT3G03870	1
AT5G13790	AT3G03990	1
AT5G13790	AT3G04120	1
AT5G13790	AT3G04240	1
AT5G13790	AT3G04290	1
AT5G13790	AT3G04430	1
AT5G13790	AT3G04730	1
AT5G13790	AT3G04860	1
AT5G13790	AT3G04960	1
AT5G13790	AT3G05100	1
AT5G13790	AT3G05180	1
AT5G13790	AT3G05360	1
AT5G13790	AT3G05500	1
AT5G13790	AT3G05510	1
AT5G13790	AT3G05640	1
AT5G13790	AT3G05670	1
AT5G13790	AT3G05740	1
AT5G13790	AT3G05770	1
AT5G13790	AT3G05810	1
AT5G13790	AT3G06035	1
AT5G13790	AT3G06080	1
AT5G13790	AT3G06125	1
AT5G13790	AT3G06145	1
AT5G13790	AT3G06450	1
AT5G13790	AT3G06470	1
AT5G13790	AT3G06500	1
AT5G13790	AT3G06550	1
AT5G13790	AT3G06750	1
AT5G13790	AT3G06760	1
AT5G13790	AT3G06810	1
AT5G13790	AT3G06890	1
AT5G13790	AT3G07350	1
AT5G13790	AT3G07390	1
AT5G13790	AT3G07470	1
AT5G13790	AT3G07560	1
AT5G13790	AT3G07680	1
AT5G13790	AT3G07780	1
AT5G13790	AT3G08590	1
AT5G13790	AT3G08720	1
AT5G13790	AT3G08730	1
AT5G13790	AT3G08760	1
AT5G13790	AT3G09000	1
AT5G13790	AT3G09010	1
AT5G13790	AT3G09440	1
AT5G13790	AT3G09630	1
AT5G13790	AT3G09710	1
AT5G13790	AT3G09920	1
AT5G13790	AT3G10015	1
AT5G13790	AT3G10030	1
AT5G13790	AT3G10040	1
AT5G13790	AT3G10340	1
AT5G13790	AT3G10420	1
AT5G13790	AT3G10740	1
AT5G13790	AT3G10745	1
AT5G13790	AT3G10985	1
AT5G13790	AT3G11000	1
AT5G13790	AT3G11170	1
AT5G13790	AT3G11280	1
AT5G13790	AT3G11410	1
AT5G13790	AT3G11420	1
AT5G13790	AT3G11690	1
AT5G13790	AT3G11760	1
AT5G13790	AT3G11850	1
AT5G13790	AT3G12060	1
AT5G13790	AT3G12110	1
AT5G13790	AT3G12120	1
AT5G13790	AT3G12180	1
AT5G13790	AT3G12280	1
AT5G13790	AT3G12320	1
AT5G13790	AT3G12920	1
AT5G13790	AT3G12930	1
AT5G13790	AT3G13000	1
AT5G13790	AT3G13060	1
AT5G13790	AT3G13130	1
AT5G13790	AT3G13510	1
AT5G13790	AT3G13790	1
AT5G13790	AT3G13800	1
AT5G13790	AT3G14067	1
AT5G13790	AT3G14200	1
AT5G13790	AT3G14220	1
AT5G13790	AT3G14240	1
AT5G13790	AT3G14440	1
AT5G13790	AT3G14750	1
AT5G13790	AT3G14770	1
AT5G13790	AT3G14990	1
AT5G13790	AT3G15010	1
AT5G13790	AT3G15095	1
AT5G13790	AT3G15110	1
AT5G13790	AT3G15460	1
AT5G13790	AT3G15470	1
AT5G13790	AT3G15640	1
AT5G13790	AT3G15720	1
AT5G13790	AT3G15810	1
AT5G13790	AT3G15850	1
AT5G13790	AT3G16000	1
AT5G13790	AT3G16010	1
AT5G13790	AT3G16140	1
AT5G13790	AT3G16150	1
AT5G13790	AT3G16180	1
AT5G13790	AT3G16490	1
AT5G13790	AT3G16500	1
AT5G13790	AT3G16510	1
AT5G13790	AT3G16560	1
AT5G13790	AT3G16730	1
AT5G13790	AT3G16830	1
AT5G13790	AT3G16910	1
AT5G13790	AT3G17120	1
AT5G13790	AT3G17185	1
AT5G13790	AT3G17310	1
AT5G13790	AT3G17330	1
AT5G13790	AT3G17390	1
AT5G13790	AT3G17510	1
AT5G13790	AT3G17810	1
AT5G13790	AT3G17950	1
AT5G13790	AT3G18035	1
AT5G13790	AT3G18050	1
AT5G13790	AT3G18070	1
AT5G13790	AT3G18220	1
AT5G13790	AT3G18485	1
AT5G13790	AT3G18490	1
AT5G13790	AT3G19100	1
AT5G13790	AT3G19150	1
AT5G13790	AT3G19180	1
AT5G13790	AT3G19390	1
AT5G13790	AT3G19540	1
AT5G13790	AT3G19570	1
AT5G13790	AT3G19680	1
AT5G13790	AT3G19830	1
AT5G13790	AT3G19970	1
AT5G13790	AT3G20820	1
AT5G13790	AT3G21100	1
AT5G13790	AT3G21320	1
AT5G13790	AT3G21430	1
AT5G13790	AT3G21550	1
AT5G13790	AT3G21560	1
AT5G13790	AT3G22120	1
AT5G13790	AT3G22275	1
AT5G13790	AT3G22380	1
AT5G13790	AT3G22840	1
AT5G13790	AT3G22886	1
AT5G13790	AT3G22970	1
AT5G13790	AT3G23030	1
AT5G13790	AT3G23150	1
AT5G13790	AT3G23700	1
AT5G13790	AT3G23820	1
AT5G13790	AT3G24010	1
AT5G13790	AT3G24503	1
AT5G13790	AT3G24670	1
AT5G13790	AT3G25060	1
AT5G13790	AT3G25070	1
AT5G13790	AT3G25250	1
AT5G13790	AT3G25500	1
AT5G13790	AT3G25590	1
AT5G13790	AT3G25770	1
AT5G13790	AT3G26510	1
AT5G13790	AT3G26520	1
AT5G13790	AT3G26700	1
AT5G13790	AT3G26810	1
AT5G13790	AT3G26980	1
AT5G13790	AT3G27210	1
AT5G13790	AT3G27250	1
AT5G13790	AT3G27660	1
AT5G13790	AT3G27880	1
AT5G13790	AT3G27960	1
AT5G13790	AT3G28340	1
AT5G13790	AT3G28345	1
AT5G13790	AT3G28860	1
AT5G13790	AT3G28940	1
AT5G13790	AT3G29240	1
AT5G13790	AT3G30775	1
AT5G13790	AT3G44170	1
AT5G13790	AT3G44310	1
AT5G13790	AT3G44380	1
AT5G13790	AT3G44450	1
AT5G13790	AT3G44820	1
AT5G13790	AT3G44950	1
AT5G13790	AT3G44990	1
AT5G13790	AT3G45638	1
AT5G13790	AT3G46390	1
AT5G13790	AT3G46590	1
AT5G13790	AT3G46630	1
AT5G13790	AT3G46980	1
AT5G13790	AT3G47340	1
AT5G13790	AT3G47570	1
AT5G13790	AT3G47610	1
AT5G13790	AT3G47790	1
AT5G13790	AT3G47800	1
AT5G13790	AT3G48000	1
AT5G13790	AT3G48050	1
AT5G13790	AT3G48060	1
AT5G13790	AT3G48170	1
AT5G13790	AT3G48360	1
AT5G13790	AT3G48510	1
AT5G13790	AT3G48520	1
AT5G13790	AT3G48690	1
AT5G13790	AT3G48700	1
AT5G13790	AT3G48980	1
AT5G13790	AT3G49260	1
AT5G13790	AT3G49580	1
AT5G13790	AT3G49790	1
AT5G13790	AT3G50070	1
AT5G13790	AT3G50340	1
AT5G13790	AT3G50350	1
AT5G13790	AT3G50450	1
AT5G13790	AT3G50560	1
AT5G13790	AT3G50610	1
AT5G13790	AT3G50660	1
AT5G13790	AT3G50740	1
AT5G13790	AT3G50790	1
AT5G13790	AT3G50830	1
AT5G13790	AT3G50850	1
AT5G13790	AT3G50860	1
AT5G13790	AT3G50980	1
AT5G13790	AT3G51400	1
AT5G13790	AT3G51450	1
AT5G13790	AT3G51550	1
AT5G13790	AT3G51660	1
AT5G13790	AT3G51670	1
AT5G13790	AT3G51770	1
AT5G13790	AT3G51850	1
AT5G13790	AT3G51860	1
AT5G13790	AT3G51895	1
AT5G13790	AT3G51920	1
AT5G13790	AT3G51950	1
AT5G13790	AT3G52100	1
AT5G13790	AT3G52105	1
AT5G13790	AT3G52180	1
AT5G13790	AT3G52285	1
AT5G13790	AT3G52370	1
AT5G13790	AT3G52430	1
AT5G13790	AT3G52450	1
AT5G13790	AT3G52460	1
AT5G13790	AT3G52470	1
AT5G13790	AT3G52480	1
AT5G13790	AT3G52710	1
AT5G13790	AT3G52880	1
AT5G13790	AT3G53260	1
AT5G13790	AT3G53280	1
AT5G13790	AT3G53350	1
AT5G13790	AT3G53380	1
AT5G13790	AT3G53550	1
AT5G13790	AT3G53720	1
AT5G13790	AT3G53800	1
AT5G13790	AT3G53810	1
AT5G13790	AT3G53990	1
AT5G13790	AT3G54680	1
AT5G13790	AT3G54820	1
AT5G13790	AT3G54920	1
AT5G13790	AT3G54950	1
AT5G13790	AT3G55000	1
AT5G13790	AT3G55140	1
